# 
# position measurements for linear hopper
# time, top measured position, bottom measured position
# 
6.1000000000e-01, 2.0303359416e+00, 3.9200967524e+00
6.2000000000e-01, 2.0338712051e+00, 3.9439447897e+00
6.3000000000e-01, 2.0152064191e+00, 3.9837483841e+00
6.4000000000e-01, 2.0017823387e+00, 4.0032441634e+00
6.5000000000e-01, 1.9776920514e+00, 4.0260037708e+00
6.6000000000e-01, 1.9714103313e+00, 4.0662927556e+00
6.7000000000e-01, 1.9785882578e+00, 4.0902983968e+00
6.8000000000e-01, 1.9581985567e+00, 4.1269953780e+00
6.9000000000e-01, 1.9723011108e+00, 4.1251226353e+00
7.0000000000e-01, 1.9430262569e+00, 4.1475204366e+00
7.1000000000e-01, 1.9588132452e+00, 4.1649068737e+00
7.2000000000e-01, 1.9473238310e+00, 4.1726041668e+00
7.3000000000e-01, 1.9426833777e+00, 4.2010834382e+00
7.4000000000e-01, 1.9328353949e+00, 4.1957368291e+00
7.5000000000e-01, 1.9356346017e+00, 4.2035479428e+00
7.6000000000e-01, 1.9175976897e+00, 4.1860815780e+00
7.7000000000e-01, 1.9208977964e+00, 4.2083963817e+00
7.8000000000e-01, 1.9367691339e+00, 4.2010015376e+00
7.9000000000e-01, 1.9458976472e+00, 4.2021930231e+00
8.0000000000e-01, 1.9339798149e+00, 4.1967303965e+00
8.1000000000e-01, 1.9375233860e+00, 4.1984953866e+00
8.2000000000e-01, 1.9459977878e+00, 4.1729920103e+00
8.3000000000e-01, 1.9584834885e+00, 4.1593091831e+00
8.4000000000e-01, 1.9486869733e+00, 4.1535719249e+00
8.5000000000e-01, 1.9427886973e+00, 4.1394129520e+00
8.6000000000e-01, 1.9519832681e+00, 4.1225548550e+00
8.7000000000e-01, 1.9702557885e+00, 4.1160445069e+00
8.8000000000e-01, 1.9768439152e+00, 4.0725775275e+00
8.9000000000e-01, 1.9781005810e+00, 4.0553494438e+00
9.0000000000e-01, 1.9918886610e+00, 4.0417337347e+00
9.1000000000e-01, 2.0145235080e+00, 3.9947007045e+00
9.2000000000e-01, 2.0053653162e+00, 3.9418742414e+00
9.3000000000e-01, 2.0162964174e+00, 3.9248625585e+00
9.4000000000e-01, 2.0298088092e+00, 3.9038446811e+00
9.5000000000e-01, 2.0473225308e+00, 3.8630484975e+00
9.6000000000e-01, 2.0603458475e+00, 3.8236887431e+00
9.7000000000e-01, 2.0737084358e+00, 3.7524747105e+00
9.8000000000e-01, 2.0830044839e+00, 3.7417992364e+00
9.9000000000e-01, 2.0967963160e+00, 3.6971937380e+00
1.0000000000e+00, 2.1222865442e+00, 3.6482586177e+00
1.0100000000e+00, 2.1528179123e+00, 3.6144502955e+00
1.0200000000e+00, 2.1467974645e+00, 3.5573517661e+00
1.0300000000e+00, 2.1625157601e+00, 3.5007039804e+00
1.0400000000e+00, 2.1793981790e+00, 3.4617362219e+00
1.0500000000e+00, 2.2035409944e+00, 3.4125601630e+00
1.0600000000e+00, 2.2127951377e+00, 3.3392074379e+00
1.0700000000e+00, 2.2270304545e+00, 3.3149574882e+00
1.0800000000e+00, 2.2612146300e+00, 3.2469340552e+00
1.0900000000e+00, 2.2635039618e+00, 3.1866857389e+00
1.1000000000e+00, 2.2777282183e+00, 3.1236259159e+00
1.1100000000e+00, 2.3072804617e+00, 3.0671861154e+00
1.1200000000e+00, 2.3389997662e+00, 2.9975115003e+00
1.1300000000e+00, 2.3407080723e+00, 2.9381659353e+00
1.1400000000e+00, 2.3571183388e+00, 2.8927649460e+00
1.1500000000e+00, 2.3737909331e+00, 2.8381526724e+00
1.1600000000e+00, 2.4077775714e+00, 2.7699506959e+00
1.1700000000e+00, 2.4340415463e+00, 2.7032109981e+00
1.1800000000e+00, 2.4618028612e+00, 2.6436223807e+00
1.1900000000e+00, 2.4781457404e+00, 2.5813937625e+00
1.2000000000e+00, 2.4958778114e+00, 2.5238894240e+00
1.2100000000e+00, 2.5162421702e+00, 2.4490295092e+00
1.2200000000e+00, 2.5388563104e+00, 2.3933177719e+00
1.2300000000e+00, 2.5615115234e+00, 2.3128551364e+00
1.2400000000e+00, 2.5611909705e+00, 2.2761080575e+00
1.2500000000e+00, 2.6150057866e+00, 2.2192210552e+00
1.2600000000e+00, 2.6099578917e+00, 2.1327322726e+00
1.2700000000e+00, 2.6444594610e+00, 2.0880963713e+00
1.2800000000e+00, 2.6630071489e+00, 2.0298526669e+00
1.2900000000e+00, 2.6772546004e+00, 1.9987117410e+00
1.3000000000e+00, 2.6965190179e+00, 1.9086665953e+00
1.3100000000e+00, 2.7147258992e+00, 1.8463434749e+00
1.3200000000e+00, 2.7449138948e+00, 1.7914247590e+00
1.3300000000e+00, 2.7601308576e+00, 1.7415317387e+00
1.3400000000e+00, 2.7843818295e+00, 1.6876258834e+00
1.3500000000e+00, 2.7781157811e+00, 1.6159862354e+00
1.3600000000e+00, 2.8220040219e+00, 1.5701519006e+00
1.3700000000e+00, 2.8119744914e+00, 1.5177622624e+00
1.3800000000e+00, 2.8546534310e+00, 1.4597763357e+00
1.3900000000e+00, 2.8497129281e+00, 1.4181982846e+00
1.4000000000e+00, 2.8617588993e+00, 1.3653443325e+00
1.4100000000e+00, 2.8744836639e+00, 1.3263938948e+00
1.4200000000e+00, 2.9009901058e+00, 1.2795570361e+00
1.4300000000e+00, 2.9023373405e+00, 1.2559104028e+00
1.4400000000e+00, 2.9193602183e+00, 1.2048273172e+00
1.4500000000e+00, 2.9351032245e+00, 1.1691304973e+00
1.4600000000e+00, 2.9680146961e+00, 1.1158547465e+00
1.4700000000e+00, 2.9512134901e+00, 1.0956059311e+00
1.4800000000e+00, 3.0005757298e+00, 1.0587037723e+00
1.4900000000e+00, 2.9941478934e+00, 1.0305702587e+00
1.5000000000e+00, 3.0102610721e+00, 9.8387854076e-01
1.5100000000e+00, 3.0054170121e+00, 9.7008565978e-01
1.5200000000e+00, 3.0192837912e+00, 9.5099428192e-01
1.5300000000e+00, 3.0217016812e+00, 9.2127079102e-01
1.5400000000e+00, 3.0394877454e+00, 8.9055152747e-01
1.5500000000e+00, 3.0544220672e+00, 8.7881183685e-01
1.5600000000e+00, 3.0384914116e+00, 8.6077893734e-01
1.5700000000e+00, 3.0674378063e+00, 8.3763185315e-01
1.5800000000e+00, 3.0556099898e+00, 8.1901388352e-01
1.5900000000e+00, 3.0616251118e+00, 8.2157855491e-01
1.6000000000e+00, 3.0565001383e+00, 7.9250596038e-01
1.6100000000e+00, 3.0630821742e+00, 7.8568373039e-01
1.6200000000e+00, 3.0734790074e+00, 7.9099263339e-01
1.6300000000e+00, 3.0513423760e+00, 7.8982474152e-01
1.6400000000e+00, 3.0668613718e+00, 7.9812879107e-01
1.6500000000e+00, 3.0664667144e+00, 8.1492621500e-01
1.6600000000e+00, 3.0611089965e+00, 8.0048790938e-01
1.6700000000e+00, 3.0628876366e+00, 8.0542348786e-01
1.6800000000e+00, 3.0622099009e+00, 8.2305537779e-01
1.6900000000e+00, 3.0703079033e+00, 8.1358668995e-01
1.7000000000e+00, 3.0471822987e+00, 8.3866510347e-01
1.7100000000e+00, 3.0563067424e+00, 8.5564865100e-01
1.7200000000e+00, 3.0218898390e+00, 8.7835251997e-01
1.7300000000e+00, 3.0336970160e+00, 8.9969579066e-01
1.7400000000e+00, 3.0161126269e+00, 9.3764757971e-01
1.7500000000e+00, 3.0150540642e+00, 9.4323904518e-01
1.7600000000e+00, 3.0003800027e+00, 9.6254971484e-01
1.7700000000e+00, 2.9875610471e+00, 9.9670164138e-01
1.7800000000e+00, 2.9799546161e+00, 1.0519733698e+00
1.7900000000e+00, 2.9597348939e+00, 1.0528572415e+00
1.8000000000e+00, 2.9630569677e+00, 1.1055215769e+00
1.8100000000e+00, 2.9507621452e+00, 1.1420604920e+00
1.8200000000e+00, 2.9322538115e+00, 1.1742273600e+00
1.8300000000e+00, 2.9461949675e+00, 1.2040588862e+00
1.8400000000e+00, 2.9190113304e+00, 1.2576223144e+00
1.8500000000e+00, 2.8778083747e+00, 1.2931391210e+00
1.8600000000e+00, 2.8966096088e+00, 1.3454565074e+00
1.8700000000e+00, 2.8576360917e+00, 1.3976314287e+00
1.8800000000e+00, 2.8489352866e+00, 1.4424209592e+00
1.8900000000e+00, 2.8409918689e+00, 1.4771450408e+00
1.9000000000e+00, 2.8281675195e+00, 1.5291171944e+00
1.9100000000e+00, 2.7898309738e+00, 1.5825052127e+00
1.9200000000e+00, 2.7816437185e+00, 1.6457801750e+00
1.9300000000e+00, 2.7592144707e+00, 1.7066272692e+00
1.9400000000e+00, 2.7509347581e+00, 1.7477916691e+00
1.9500000000e+00, 2.7384586637e+00, 1.8229044800e+00
1.9600000000e+00, 2.7094244482e+00, 1.8666162840e+00
1.9700000000e+00, 2.6732356251e+00, 1.9230048583e+00
1.9800000000e+00, 2.6683657121e+00, 1.9886114565e+00
1.9900000000e+00, 2.6496756065e+00, 2.0483606569e+00
2.0000000000e+00, 2.6465780746e+00, 2.1009893439e+00
2.0100000000e+00, 2.6060297863e+00, 2.1540898194e+00
2.0200000000e+00, 2.5904073390e+00, 2.2382862988e+00
2.0300000000e+00, 2.5524170295e+00, 2.2835582312e+00
2.0400000000e+00, 2.5496277008e+00, 2.3606961415e+00
2.0500000000e+00, 2.5323718771e+00, 2.4176251121e+00
2.0600000000e+00, 2.5055368725e+00, 2.4814787414e+00
2.0700000000e+00, 2.4971494927e+00, 2.5218907207e+00
2.0800000000e+00, 2.4735355841e+00, 2.6002617116e+00
2.0900000000e+00, 2.4402391124e+00, 2.6389522390e+00
2.1000000000e+00, 2.4110968654e+00, 2.7422794541e+00
2.1100000000e+00, 2.3974763925e+00, 2.7760666787e+00
2.1200000000e+00, 2.3793866209e+00, 2.8406958865e+00
2.1300000000e+00, 2.3649381843e+00, 2.9240859428e+00
2.1400000000e+00, 2.3377538764e+00, 2.9706827929e+00
2.1500000000e+00, 2.3122815858e+00, 3.0439397929e+00
2.1600000000e+00, 2.3060132815e+00, 3.0768132674e+00
2.1700000000e+00, 2.2937959398e+00, 3.1577412438e+00
2.1800000000e+00, 2.2672844359e+00, 3.1865964135e+00
2.1900000000e+00, 2.2647509606e+00, 3.2624034079e+00
2.2000000000e+00, 2.2401706457e+00, 3.3090927597e+00
2.2100000000e+00, 2.2064086988e+00, 3.3699197171e+00
2.2200000000e+00, 2.2038438872e+00, 3.4233002890e+00
2.2300000000e+00, 2.1629215430e+00, 3.4761502485e+00
2.2400000000e+00, 2.1751202372e+00, 3.5241833771e+00
2.2500000000e+00, 2.1441360010e+00, 3.5588481253e+00
2.2600000000e+00, 2.1135437020e+00, 3.6109022999e+00
2.2700000000e+00, 2.1097845922e+00, 3.6618913013e+00
2.2800000000e+00, 2.1009592857e+00, 3.7181199288e+00
2.2900000000e+00, 2.0869378045e+00, 3.7515914366e+00
2.3000000000e+00, 2.0738360111e+00, 3.7918011227e+00
2.3100000000e+00, 2.0442551035e+00, 3.8051354474e+00
2.3200000000e+00, 2.0623931222e+00, 3.8405956753e+00
2.3300000000e+00, 2.0523765195e+00, 3.8746669909e+00
2.3400000000e+00, 2.0439321536e+00, 3.9027105261e+00
2.3500000000e+00, 2.0335529314e+00, 3.9344752276e+00
2.3600000000e+00, 2.0299704500e+00, 3.9496209377e+00
2.3700000000e+00, 2.0145587936e+00, 3.9511176798e+00
2.3800000000e+00, 2.0029790303e+00, 3.9787855525e+00
2.3900000000e+00, 1.9813907378e+00, 3.9696021877e+00
2.4000000000e+00, 1.9933318034e+00, 3.9886307653e+00
2.4100000000e+00, 1.9748328623e+00, 4.0091454849e+00
2.4200000000e+00, 2.0063294367e+00, 4.0188627711e+00
2.4300000000e+00, 2.0111294486e+00, 4.0087818816e+00
2.4400000000e+00, 2.0241925027e+00, 3.9892331920e+00
2.4500000000e+00, 1.9888260592e+00, 3.9860944965e+00
2.4600000000e+00, 1.9987777367e+00, 3.9763485746e+00
2.4700000000e+00, 2.0006782617e+00, 3.9721374457e+00
2.4800000000e+00, 2.0214405506e+00, 3.9507986077e+00
2.4900000000e+00, 2.0255240249e+00, 3.9313548630e+00
2.5000000000e+00, 2.0369810587e+00, 3.9123142415e+00
2.5100000000e+00, 2.0347996995e+00, 3.8969333774e+00
2.5200000000e+00, 2.0589807396e+00, 3.8742569574e+00
2.5300000000e+00, 2.0462952550e+00, 3.8260615224e+00
2.5400000000e+00, 2.0498959718e+00, 3.7968815516e+00
2.5500000000e+00, 2.0826511355e+00, 3.7632022961e+00
2.5600000000e+00, 2.1102202503e+00, 3.7232063413e+00
2.5700000000e+00, 2.0932665405e+00, 3.6932301640e+00
2.5800000000e+00, 2.1196824135e+00, 3.6509472004e+00
2.5900000000e+00, 2.1360159102e+00, 3.6035035651e+00
2.6000000000e+00, 2.1272839192e+00, 3.5472181355e+00
2.6100000000e+00, 2.1588354051e+00, 3.5023043938e+00
2.6200000000e+00, 2.1771568950e+00, 3.4592057535e+00
2.6300000000e+00, 2.2051884058e+00, 3.3911448486e+00
2.6400000000e+00, 2.2241879346e+00, 3.3538980097e+00
2.6500000000e+00, 2.2406831670e+00, 3.2777446560e+00
2.6600000000e+00, 2.2596647262e+00, 3.2350492445e+00
2.6700000000e+00, 2.2845905414e+00, 3.1928983459e+00
2.6800000000e+00, 2.3110352185e+00, 3.1156628229e+00
2.6900000000e+00, 2.3157182142e+00, 3.0591085994e+00
2.7000000000e+00, 2.3255374478e+00, 2.9754296266e+00
2.7100000000e+00, 2.3532399974e+00, 2.9383097791e+00
2.7200000000e+00, 2.3762154984e+00, 2.8764454649e+00
2.7300000000e+00, 2.3734480369e+00, 2.7801404386e+00
2.7400000000e+00, 2.4220919715e+00, 2.7388953690e+00
2.7500000000e+00, 2.4447856376e+00, 2.6625978668e+00
2.7600000000e+00, 2.4665264815e+00, 2.5791393333e+00
2.7700000000e+00, 2.5016511145e+00, 2.5229610754e+00
2.7800000000e+00, 2.5233121375e+00, 2.4620443330e+00
2.7900000000e+00, 2.5454199705e+00, 2.3992174799e+00
2.8000000000e+00, 2.5559237122e+00, 2.3312912450e+00
2.8100000000e+00, 2.5643988097e+00, 2.2626745360e+00
2.8200000000e+00, 2.6182688868e+00, 2.2097564849e+00
2.8300000000e+00, 2.6130359623e+00, 2.1363982641e+00
2.8400000000e+00, 2.6468979801e+00, 2.0749173389e+00
2.8500000000e+00, 2.6666029051e+00, 2.0006808314e+00
2.8600000000e+00, 2.6998796114e+00, 1.9424440547e+00
2.8700000000e+00, 2.7196667899e+00, 1.8884074220e+00
2.8800000000e+00, 2.7239919620e+00, 1.8166194939e+00
2.8900000000e+00, 2.7662054487e+00, 1.7611934503e+00
2.9000000000e+00, 2.7584973981e+00, 1.6897485203e+00
2.9100000000e+00, 2.7944694860e+00, 1.6474184524e+00
2.9200000000e+00, 2.7948823601e+00, 1.5983360096e+00
2.9300000000e+00, 2.8218703788e+00, 1.5225765736e+00
2.9400000000e+00, 2.8429889208e+00, 1.5020257113e+00
2.9500000000e+00, 2.8788556492e+00, 1.4405775850e+00
2.9600000000e+00, 2.8710323286e+00, 1.4099484721e+00
2.9700000000e+00, 2.8851044511e+00, 1.3525017335e+00
2.9800000000e+00, 2.8910557343e+00, 1.2939704943e+00
2.9900000000e+00, 2.9196388960e+00, 1.2557282478e+00
3.0000000000e+00, 2.9342477903e+00, 1.2235946607e+00
3.0100000000e+00, 2.9369772373e+00, 1.1933025894e+00
3.0200000000e+00, 2.9566860650e+00, 1.1681882762e+00
3.0300000000e+00, 2.9742564492e+00, 1.1251667361e+00
3.0400000000e+00, 2.9676203802e+00, 1.1100281706e+00
3.0500000000e+00, 2.9741706299e+00, 1.1018456292e+00
3.0600000000e+00, 2.9841712340e+00, 1.0535705848e+00
3.0700000000e+00, 2.9896435448e+00, 1.0429184963e+00
3.0800000000e+00, 2.9845968145e+00, 1.0424674808e+00
3.0900000000e+00, 2.9873503943e+00, 1.0160813143e+00
3.1000000000e+00, 2.9967547136e+00, 1.0201699358e+00
3.1100000000e+00, 3.0043106902e+00, 1.0021714743e+00
3.1200000000e+00, 2.9968403553e+00, 9.8971234343e-01
3.1300000000e+00, 2.9920321392e+00, 9.9456471882e-01
3.1400000000e+00, 2.9972068564e+00, 1.0237683328e+00
3.1500000000e+00, 2.9900171140e+00, 1.0067262843e+00
3.1600000000e+00, 2.9733264888e+00, 1.0244542923e+00
3.1700000000e+00, 2.9741671132e+00, 1.0211093014e+00
3.1800000000e+00, 2.9954763632e+00, 1.0237916871e+00
3.1900000000e+00, 2.9801536778e+00, 1.0704258754e+00
3.2000000000e+00, 2.9876321510e+00, 1.0736659429e+00
3.2100000000e+00, 2.9583760972e+00, 1.1241953260e+00
3.2200000000e+00, 2.9556753036e+00, 1.1248596455e+00
3.2300000000e+00, 2.9391489062e+00, 1.1513031431e+00
3.2400000000e+00, 2.9313778902e+00, 1.2035583679e+00
3.2500000000e+00, 2.9332875764e+00, 1.2150275499e+00
3.2600000000e+00, 2.9143424015e+00, 1.2593887803e+00
3.2700000000e+00, 2.9069833143e+00, 1.3009596720e+00
3.2800000000e+00, 2.8890383418e+00, 1.3424446630e+00
3.2900000000e+00, 2.8488459027e+00, 1.3883197384e+00
3.3000000000e+00, 2.8426516496e+00, 1.4413639267e+00
3.3100000000e+00, 2.8325125776e+00, 1.4760173039e+00
3.3200000000e+00, 2.8224850571e+00, 1.5380556835e+00
3.3300000000e+00, 2.8034948354e+00, 1.6008450071e+00
3.3400000000e+00, 2.8036883576e+00, 1.6555541490e+00
3.3500000000e+00, 2.7662905925e+00, 1.6792790761e+00
3.3600000000e+00, 2.7617309878e+00, 1.7472459392e+00
3.3700000000e+00, 2.7303093114e+00, 1.8165002561e+00
3.3800000000e+00, 2.6938209513e+00, 1.8866952661e+00
3.3900000000e+00, 2.6981329450e+00, 1.9353727507e+00
3.4000000000e+00, 2.6774317921e+00, 2.0000016517e+00
3.4100000000e+00, 2.6484932196e+00, 2.0549474416e+00
3.4200000000e+00, 2.6184412287e+00, 2.1253741883e+00
3.4300000000e+00, 2.6077007718e+00, 2.1985657644e+00
3.4400000000e+00, 2.5841432883e+00, 2.2450579203e+00
3.4500000000e+00, 2.5442580607e+00, 2.3186632109e+00
3.4600000000e+00, 2.5375094856e+00, 2.3856668760e+00
3.4700000000e+00, 2.5001670651e+00, 2.4643280692e+00
3.4800000000e+00, 2.5038556770e+00, 2.5123790098e+00
3.4900000000e+00, 2.4788601250e+00, 2.5971273969e+00
3.5000000000e+00, 2.4489140888e+00, 2.6449261598e+00
3.5100000000e+00, 2.4424956710e+00, 2.7247236474e+00
3.5200000000e+00, 2.4018309705e+00, 2.7947044188e+00
3.5300000000e+00, 2.3987342048e+00, 2.8474920389e+00
3.5400000000e+00, 2.3678320567e+00, 2.9366781079e+00
3.5500000000e+00, 2.3284360123e+00, 2.9757024822e+00
3.5600000000e+00, 2.3126276824e+00, 3.0425980290e+00
3.5700000000e+00, 2.2958737955e+00, 3.1090873559e+00
3.5800000000e+00, 2.2695410628e+00, 3.1605389110e+00
3.5900000000e+00, 2.2609734443e+00, 3.2276675002e+00
3.6000000000e+00, 2.2474010572e+00, 3.2881127728e+00
3.6100000000e+00, 2.2276010375e+00, 3.3289227662e+00
3.6200000000e+00, 2.1978308615e+00, 3.4134887257e+00
3.6300000000e+00, 2.1879648290e+00, 3.4553417840e+00
3.6400000000e+00, 2.1697822264e+00, 3.5030887215e+00
3.6500000000e+00, 2.1484224482e+00, 3.5835213260e+00
3.6600000000e+00, 2.1311449598e+00, 3.5942972308e+00
3.6700000000e+00, 2.0959628513e+00, 3.6504290228e+00
3.6800000000e+00, 2.1005991152e+00, 3.6810271249e+00
3.6900000000e+00, 2.0872056608e+00, 3.7211549718e+00
3.7000000000e+00, 2.0765513084e+00, 3.7613882442e+00
3.7100000000e+00, 2.0663342236e+00, 3.7978712316e+00
3.7200000000e+00, 2.0532293781e+00, 3.8483607336e+00
3.7300000000e+00, 2.0523616213e+00, 3.8782320670e+00
3.7400000000e+00, 2.0254708008e+00, 3.9141823396e+00
3.7500000000e+00, 2.0339824425e+00, 3.9264679644e+00
3.7600000000e+00, 2.0284116001e+00, 3.9536485008e+00
3.7700000000e+00, 1.9859088745e+00, 3.9980276813e+00
3.7800000000e+00, 1.9949509389e+00, 4.0213308355e+00
3.7900000000e+00, 1.9810927695e+00, 4.0214779266e+00
3.8000000000e+00, 1.9941239179e+00, 4.0405117144e+00
3.8100000000e+00, 1.9600561534e+00, 4.0537447557e+00
3.8200000000e+00, 1.9422820277e+00, 4.0789287042e+00
3.8300000000e+00, 1.9437992491e+00, 4.1031639591e+00
3.8400000000e+00, 1.9391083296e+00, 4.1046397566e+00
3.8500000000e+00, 1.9814902543e+00, 4.1289423395e+00
3.8600000000e+00, 1.9561171825e+00, 4.1170251030e+00
3.8700000000e+00, 1.9512784410e+00, 4.1392778327e+00
3.8800000000e+00, 1.9365561748e+00, 4.1434378585e+00
3.8900000000e+00, 1.9641236473e+00, 4.1398834505e+00
3.9000000000e+00, 1.9505726028e+00, 4.1219441364e+00
3.9100000000e+00, 1.9396161305e+00, 4.1497515436e+00
3.9200000000e+00, 1.9487849064e+00, 4.1245016450e+00
3.9300000000e+00, 1.9509925775e+00, 4.1256701126e+00
3.9400000000e+00, 1.9495749405e+00, 4.1177878661e+00
3.9500000000e+00, 1.9515180885e+00, 4.1123855042e+00
3.9600000000e+00, 1.9592197697e+00, 4.1038317009e+00
3.9700000000e+00, 1.9750690307e+00, 4.0660354839e+00
3.9800000000e+00, 1.9903626896e+00, 4.0425107807e+00
3.9900000000e+00, 1.9825477456e+00, 4.0359440385e+00
4.0000000000e+00, 1.9942596189e+00, 3.9935002845e+00
4.0100000000e+00, 1.9943903366e+00, 3.9908919375e+00
4.0200000000e+00, 1.9991851988e+00, 3.9755119498e+00
4.0300000000e+00, 2.0267733180e+00, 3.9293930689e+00
4.0400000000e+00, 2.0296934796e+00, 3.9229264286e+00
4.0500000000e+00, 2.0519552526e+00, 3.8760160871e+00
4.0600000000e+00, 2.0397489494e+00, 3.8545837019e+00
4.0700000000e+00, 2.0763316451e+00, 3.8010930428e+00
4.0800000000e+00, 2.0727930099e+00, 3.7632509889e+00
4.0900000000e+00, 2.0793151975e+00, 3.7212884516e+00
4.1000000000e+00, 2.1125555698e+00, 3.6671518933e+00
4.1100000000e+00, 2.1158993308e+00, 3.6440173362e+00
4.1200000000e+00, 2.1346997549e+00, 3.5872184069e+00
4.1300000000e+00, 2.1369549392e+00, 3.5645622495e+00
4.1400000000e+00, 2.1521118168e+00, 3.5170151864e+00
4.1500000000e+00, 2.1755615683e+00, 3.4696422991e+00
4.1600000000e+00, 2.1926286558e+00, 3.3978169642e+00
4.1700000000e+00, 2.2222633780e+00, 3.3587325995e+00
4.1800000000e+00, 2.2454236776e+00, 3.3161082655e+00
4.1900000000e+00, 2.2462424374e+00, 3.2498932128e+00
4.2000000000e+00, 2.2667044662e+00, 3.2024898718e+00
4.2100000000e+00, 2.2758986343e+00, 3.1542710369e+00
4.2200000000e+00, 2.2992748748e+00, 3.0860241935e+00
4.2300000000e+00, 2.3166363226e+00, 3.0361805548e+00
4.2400000000e+00, 2.3341546255e+00, 2.9781242465e+00
4.2500000000e+00, 2.3879850041e+00, 2.9185069852e+00
4.2600000000e+00, 2.3754089685e+00, 2.8440760600e+00
4.2700000000e+00, 2.3998415945e+00, 2.7908895648e+00
4.2800000000e+00, 2.4153083527e+00, 2.7443242743e+00
4.2900000000e+00, 2.4215865007e+00, 2.6848854418e+00
4.3000000000e+00, 2.4618554708e+00, 2.6105980428e+00
4.3100000000e+00, 2.4748560643e+00, 2.5453558676e+00
4.3200000000e+00, 2.5145312942e+00, 2.5069767783e+00
4.3300000000e+00, 2.5169791598e+00, 2.4420405073e+00
4.3400000000e+00, 2.5500632103e+00, 2.3828120219e+00
4.3500000000e+00, 2.5619790120e+00, 2.3391737627e+00
4.3600000000e+00, 2.5750530238e+00, 2.2535295609e+00
4.3700000000e+00, 2.5900088659e+00, 2.2195250234e+00
4.3800000000e+00, 2.6187763405e+00, 2.1413905148e+00
4.3900000000e+00, 2.6470495550e+00, 2.0980402401e+00
4.4000000000e+00, 2.6518246236e+00, 2.0205373278e+00
4.4100000000e+00, 2.6599350537e+00, 1.9551400917e+00
4.4200000000e+00, 2.6918155525e+00, 1.9076717895e+00
4.4300000000e+00, 2.7316159800e+00, 1.8614916698e+00
4.4400000000e+00, 2.7118915493e+00, 1.8202481585e+00
4.4500000000e+00, 2.7509035736e+00, 1.7591903834e+00
4.4600000000e+00, 2.7737478989e+00, 1.7021829121e+00
4.4700000000e+00, 2.7894461943e+00, 1.6497493026e+00
4.4800000000e+00, 2.7900552176e+00, 1.6003100921e+00
4.4900000000e+00, 2.8278629928e+00, 1.5450276226e+00
4.5000000000e+00, 2.8392183695e+00, 1.5030798494e+00
4.5100000000e+00, 2.8674983866e+00, 1.4494468991e+00
4.5200000000e+00, 2.8615926055e+00, 1.4052927411e+00
4.5300000000e+00, 2.8781735548e+00, 1.3396814264e+00
4.5400000000e+00, 2.8869506450e+00, 1.3228686204e+00
4.5500000000e+00, 2.9069490122e+00, 1.2709118765e+00
4.5600000000e+00, 2.9134959702e+00, 1.2360125805e+00
4.5700000000e+00, 2.9246801009e+00, 1.1967820376e+00
4.5800000000e+00, 2.9392771099e+00, 1.1749406751e+00
4.5900000000e+00, 2.9662172874e+00, 1.1411757269e+00
4.6000000000e+00, 2.9710947527e+00, 1.0924335711e+00
4.6100000000e+00, 2.9865780313e+00, 1.0659183136e+00
4.6200000000e+00, 2.9867263388e+00, 1.0538947551e+00
4.6300000000e+00, 2.9962032462e+00, 1.0163828874e+00
4.6400000000e+00, 2.9894426126e+00, 9.9415887045e-01
4.6500000000e+00, 3.0012634089e+00, 9.7692897034e-01
4.6600000000e+00, 3.0160712649e+00, 9.2388654152e-01
4.6700000000e+00, 3.0205003573e+00, 9.2547797950e-01
4.6800000000e+00, 3.0343999159e+00, 9.1806963300e-01
4.6900000000e+00, 3.0310261447e+00, 9.0721732050e-01
4.7000000000e+00, 3.0066795315e+00, 8.7780985565e-01
4.7100000000e+00, 3.0305550194e+00, 8.6242217863e-01
4.7200000000e+00, 3.0538821452e+00, 8.7543645968e-01
4.7300000000e+00, 3.0384081678e+00, 8.7328296605e-01
4.7400000000e+00, 3.0483331833e+00, 8.5382761600e-01
4.7500000000e+00, 3.0408122558e+00, 8.4899283149e-01
4.7600000000e+00, 3.0521619609e+00, 8.6419891195e-01
4.7700000000e+00, 3.0487821219e+00, 8.4030649385e-01
4.7800000000e+00, 3.0475951453e+00, 8.7175928949e-01
4.7900000000e+00, 3.0354478569e+00, 8.7401276662e-01
4.8000000000e+00, 3.0202866513e+00, 8.7092382657e-01
4.8100000000e+00, 3.0317502347e+00, 8.9192472414e-01
4.8200000000e+00, 3.0338632316e+00, 8.9709143263e-01
4.8300000000e+00, 3.0215811769e+00, 9.2012248960e-01
4.8400000000e+00, 3.0242202288e+00, 9.5739005556e-01
4.8500000000e+00, 3.0294043705e+00, 9.4773009769e-01
4.8600000000e+00, 3.0042872176e+00, 9.7457262831e-01
4.8700000000e+00, 2.9960191539e+00, 1.0142293825e+00
4.8800000000e+00, 2.9887186078e+00, 1.0357987866e+00
4.8900000000e+00, 2.9933207199e+00, 1.0717389094e+00
4.9000000000e+00, 2.9657124968e+00, 1.0949249895e+00
4.9100000000e+00, 2.9664722167e+00, 1.1328081893e+00
4.9200000000e+00, 2.9422263916e+00, 1.1428161136e+00
4.9300000000e+00, 2.9227492551e+00, 1.1976723022e+00
4.9400000000e+00, 2.9042698421e+00, 1.2320707231e+00
4.9500000000e+00, 2.9045759153e+00, 1.2826577069e+00
4.9600000000e+00, 2.8823622437e+00, 1.2940542645e+00
